parid,rho_epi,tau_epi,beta1_joint,beta2_joint,beta3_joint,beta4_joint,beta5_joint,beta6_joint,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq_epi,kappa,S_0,E_0,I_0,A_0,R_0,pop_0,rho_end,tau_end,sig_sq_end
216,0.63979444524057,12.977717670844868,3.7931034488965514,5.740835396998864,7.130445309735943,4.812933372386691,1.5979775096309934,3.0533776974732874,0.9762694186996669,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.4851765379545334,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.63979444524057,12.977717670844868,3.4851765379545334
217,0.48663725029881166,12.571409981697798,4.1379310350689655,1.5860534933427728,3.0669857708219688,1.8856438280747014,2.347721297593468,2.4864635670620574,0.9512389317038469,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6597200661730654,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.48663725029881166,12.571409981697798,0.6597200661730654
218,0.23816519247380927,6.837425123201683,4.1379310350689655,1.4256195080659047,6.574767849284952,8.52358730757472,8.302533310076468,9.764305315935339,0.950970464060083,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.688769864646331,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.23816519247380927,6.837425123201683,3.688769864646331
219,0.09577567289493501,6.897610653890297,4.1379310350689655,1.9287076344402958,9.512015415870023,7.3932065258546755,8.817081728602773,4.10283098987602,0.9770206086686812,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5872074964487877,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.09577567289493501,6.897610653890297,3.5872074964487877
220,0.4032568269478912,7.318104585399851,4.482758621241379,8.324709395114223,3.956594949726859,6.4560005887230245,2.2957099376500043,6.102312961983039,0.9540037253638729,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.934183559393635,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4032568269478912,7.318104585399851,4.934183559393635
221,0.16312036964662996,10.78887945599854,4.482758621241379,2.9094260239613656,2.7241644014429647,2.3654285337028615,3.314927556289178,6.081670071390204,0.9987683201790787,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.570401251037837,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.16312036964662996,10.78887945599854,0.570401251037837
222,0.7788377605608772,6.116922326851636,4.482758621241379,6.064646379484381,4.760332203528476,8.82508563820846,3.1475847361011176,1.7799878128642377,0.9621157476562074,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.015937215779743,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7788377605608772,6.116922326851636,2.015937215779743
223,0.20530715820654247,18.794077256228775,4.827586207413793,5.434427017336921,6.521725259137784,1.397370755135734,0.7934206267712162,7.581218895744267,0.951322812330909,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.213228303565136,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.20530715820654247,18.794077256228775,2.213228303565136
224,0.268898493470757,3.100543507374823,4.827586207413793,3.835107829106925,6.4902878556184955,5.583555556809727,8.787228115955573,6.414317256198274,0.958978438260965,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.8189978259649298,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.268898493470757,3.100543507374823,3.8189978259649298
225,0.08193549360860387,1.9538626838475466,4.827586207413793,3.994793915790323,3.1707198924695033,5.158640356287209,3.992978649348951,5.707490432971069,0.9596174663281999,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.199984661696294,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.08193549360860387,1.9538626838475466,4.199984661696294
226,0.9622055468203639,10.516355129890144,5.172413793586206,1.6352708017436377,0.9438883848231217,1.2141305147142853,1.4530975543127551,5.253502787565488,0.9855961069581098,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.3509804918415559,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9622055468203639,10.516355129890144,0.3509804918415559
227,0.6509772832483081,7.9356854958459735,5.172413793586206,8.54701624266432,1.2331509389368196,3.4697247140120555,8.412558334106999,6.983792402617506,0.9669002862880006,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.6750894333557436,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6509772832483081,7.9356854958459735,3.6750894333557436
228,0.40223988976180586,5.786818966967985,5.172413793586206,7.6437594930203625,5.959899600533585,7.338798446846888,8.526004806773988,7.096284819125928,0.9555297097307629,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.030597393762017,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.40223988976180586,5.786818966967985,2.030597393762017
229,0.30932021226372364,10.119469017488882,5.51724137975862,8.82702593004885,9.535996166569946,7.1897201056608475,1.6014188373478044,3.772468548890833,0.9790402874466962,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.8330409678170483,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.30932021226372364,10.119469017488882,3.8330409678170483
230,0.8192525437947,9.09151851432398,5.51724137975862,4.875880801631323,3.462076765207578,7.126889340866821,4.510655766901945,9.698806072149743,0.9877355078351684,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.921211430353038,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8192525437947,9.09151851432398,4.921211430353038
231,0.9553241925125037,5.087481597438455,5.51724137975862,2.2797854718090518,5.178877942280531,5.659331039493974,8.031636190331868,5.330957135186843,0.9895086561911739,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.453946044777766,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9553241925125037,5.087481597438455,4.453946044777766
232,0.15932401039329336,10.440286323195323,5.8620689659310345,2.994598428022302,4.27671211130408,5.188045877047516,5.383659464303102,5.975776012457998,0.9731576946214773,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.5048459171925922,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.15932401039329336,10.440286323195323,0.5048459171925922
233,0.689590833692805,19.135901988949627,5.8620689659310345,6.5468241207960824,9.78193447927331,4.2892403463955855,5.160411992594271,8.321579718198832,0.9701648507616483,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.336901077169131,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.689590833692805,19.135901988949627,3.336901077169131
234,0.12145451077568387,15.568601185455918,5.8620689659310345,6.253920265382372,0.8510712287224445,4.135770595753256,2.760502999441079,3.088527743930103,0.9773286229814403,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.955609356993374,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.12145451077568387,15.568601185455918,4.955609356993374
235,0.9336491927620363,15.854107091668993,6.206896552103448,8.357240245841806,1.0172029244383056,1.825577368380243,5.8430258538074344,0.5888054366321482,0.9758058249484748,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.8323655565222656,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9336491927620363,15.854107091668993,0.8323655565222656
236,0.9688841841035556,10.43528874986805,6.206896552103448,5.355329458134917,1.6568421021996438,5.09711128242914,7.37263522835645,8.9488536772438,0.9782629552064463,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.3166569180702716,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9688841841035556,10.43528874986805,1.3166569180702716
237,0.9288390716669007,12.559198046801612,6.206896552103448,5.819409795057855,3.1594771572709974,0.6111049125978024,9.042895885745779,4.847622039311782,0.9743849618942476,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.1084691019458246,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9288390716669007,12.559198046801612,2.1084691019458246
238,0.8036114784038679,8.512945228256285,6.551724138275862,2.860722249156399,4.749495555240445,2.608817728044113,8.756856520318875,2.31546868181333,0.973303216858767,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.722775510800568,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8036114784038679,8.512945228256285,4.722775510800568
239,0.2831477289527121,5.41494584386237,6.551724138275862,3.1871745649087444,2.4353066722976537,4.5419891114216755,6.195918890096675,4.312365444480167,0.9575433498714119,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.694260547464394,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.2831477289527121,5.41494584386237,4.694260547464394
240,0.799760901043239,2.607518228935078,6.551724138275862,5.248852167753643,8.655909539800437,5.597522755128064,7.396426955498342,0.6544398013534694,0.9964930583024397,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.191849080541682,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.799760901043239,2.607518228935078,4.191849080541682
241,0.08605501015056827,19.831643119920045,6.896551724448275,9.069570193625898,0.6381400241565165,9.942034366546407,1.1435313880918139,0.24779933602282272,0.9674688542494551,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.911363293801695,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.08605501015056827,19.831643119920045,1.911363293801695
242,0.6857327922474765,15.221055356552824,6.896551724448275,4.04409745767667,3.1630481646713915,6.70562566989449,7.440122431400106,0.6366678127137759,0.9504053611541167,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.000868810307757,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6857327922474765,15.221055356552824,4.000868810307757
243,0.800971678120131,10.461033614119515,6.896551724448275,5.146693541222364,6.975936163519235,1.6589045765768908,1.1062695537274303,5.254966915128281,0.9933788999100216,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.528704141793734,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.800971678120131,10.461033614119515,3.528704141793734
244,0.9889061924713839,1.1022868077270687,7.241379310620689,0.9698380469061492,0.4803238865194539,5.608824398807714,9.008486580668448,5.356537073849316,0.9808277548407204,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.978029793132765,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9889061924713839,1.1022868077270687,4.978029793132765
245,0.5827787783740822,16.827400809852406,7.241379310620689,1.1709934528432855,5.194747276153378,2.197291754035102,9.481917084246527,3.9428889524660793,0.9671479812590406,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.384713703889522,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5827787783740822,16.827400809852406,4.384713703889522
246,0.07458777673220092,11.702433485537767,7.241379310620689,2.001302895004725,6.143410341268496,0.8634907016353917,0.9098831619844249,4.434648512953497,0.9517193396692164,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.420267450739161,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.07458777673220092,11.702433485537767,4.420267450739161
247,0.5883709026219639,19.03902181284502,7.586206896793103,3.085649605600557,1.9332128538434996,5.851433542971917,9.44373156648104,2.6051192039568156,0.9651769752963446,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.374898117360648,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5883709026219639,19.03902181284502,3.374898117360648
248,0.6606214287635402,3.246390789980069,7.586206896793103,1.244761120472184,1.9902440284938003,8.40936687558032,6.5006727100124,2.7485833906369423,0.9723144462681376,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.0509297655411591,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6606214287635402,3.246390789980069,1.0509297655411591
249,0.9662500299628708,17.583259009057656,7.586206896793103,0.3315405743551841,0.8906549690087404,8.637266776195096,5.726134060378096,1.871980222289208,0.9957317706895992,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.383699825523975,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.9662500299628708,17.583259009057656,1.383699825523975
250,0.7524521946050453,4.66195068997331,7.931034482965517,5.546046533135921,1.896562965931464,8.49128901740722,7.591600518448837,1.101535613141456,0.9760068717761896,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5464176841193384,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7524521946050453,4.66195068997331,3.5464176841193384
251,0.1691397388198359,11.18356217094697,7.931034482965517,0.37026629181018544,5.551239890491294,1.8266053505964686,9.198201343031686,9.187088131520232,0.9708456006017513,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.8373872967380231,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.1691397388198359,11.18356217094697,0.8373872967380231
252,0.5425969531399457,10.41228673234582,7.931034482965517,4.109813969705677,9.161378599321512,1.0185080892074672,7.784788641368837,1.4606224591069936,0.9697991399560123,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.0543113384370975,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5425969531399457,10.41228673234582,1.0543113384370975
253,0.36839540003035476,6.165574225597084,8.275862069137931,2.222479808456362,2.04732433506652,2.930231027546442,5.910099698639614,4.014051170686946,0.9531004001037218,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.8177886316588876,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.36839540003035476,6.165574225597084,3.8177886316588876
254,0.5168502106683156,13.271531245438382,8.275862069137931,8.576988843411947,5.868447379156596,9.481358879763343,2.7318316798474767,8.899713335668801,0.9552586843259632,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.6497305561832305,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5168502106683156,13.271531245438382,2.6497305561832305
255,0.5858333166195834,15.575677250744775,8.275862069137931,9.670172904185407,5.708701794930524,4.203992365507727,2.889362457919399,8.763147560071952,0.9943248789058998,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.35284864110682923,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5858333166195834,15.575677250744775,0.35284864110682923
256,0.7494100860233314,11.788897561142221,8.620689655310345,0.3348912238495268,4.668192808118182,0.686367436777841,9.41929591825451,1.7308898255116203,0.9762051222962327,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.115949790170275,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7494100860233314,11.788897561142221,4.115949790170275
257,0.7831968516836931,7.73781493678689,8.620689655310345,6.924388089990468,3.572086068513051,7.735126517008235,8.76626226364865,5.8554545188741915,0.9867125368211418,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.8777637453337634,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7831968516836931,7.73781493678689,2.8777637453337634
258,0.7694383878033948,19.964452472282574,8.620689655310345,4.26853035168295,3.70081623147835,6.793172424979816,8.3305950627469,7.632940444400684,0.9787125145085156,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.044686295283169,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.7694383878033948,19.964452472282574,4.044686295283169
259,0.8317319744329567,15.75984893552959,8.965517241482758,7.700547813667824,7.2906374584798845,8.659027184028165,0.6118233767413047,5.48581193712047,0.9803603376611135,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.917280565731008,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8317319744329567,15.75984893552959,4.917280565731008
260,0.21984946716279036,18.624106394592673,8.965517241482758,8.305434351956428,6.648799071889215,5.1648230483002715,8.45378808459828,3.4091913962808276,0.9657813127036207,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.7614632959160708,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.21984946716279036,18.624106394592673,3.7614632959160708
261,0.17341131635515808,15.789578211959451,8.965517241482758,2.484037543932926,1.085972500459418,8.413664200501826,2.4495661219681817,9.94941314217209,0.9634349700529128,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.2902681260529554,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.17341131635515808,15.789578211959451,3.2902681260529554
262,0.45431193882532506,18.120772535679862,9.310344827655172,7.591408791727033,2.3573677505558557,5.16072929419541,3.8224180514582553,2.2652793403999034,0.9755420085042715,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.6809162962506675,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.45431193882532506,18.120772535679862,0.6809162962506675
263,0.5388197567797128,13.830277117434889,9.310344827655172,2.280290665411295,6.038691169047116,1.9710686112401077,6.323103285762299,1.5951862683542632,0.9691404945449903,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.195351312963566,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5388197567797128,13.830277117434889,2.195351312963566
264,0.3711286548082295,1.0708283146377653,9.310344827655172,0.23853485570114977,5.840783419969112,3.375345683387776,0.9028729619242218,9.485239086258478,0.9589425030048004,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.08451776211670765,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.3711286548082295,1.0708283146377653,0.08451776211670765
265,0.23375913172722676,4.6451401095837355,9.655172413827586,5.683103530168089,5.451171894546996,1.8454111748147686,0.9885827065143674,9.209371919357118,0.9976111301220953,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.9224693725452708,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.23375913172722676,4.6451401095837355,1.9224693725452708
266,0.5497956737727226,14.064942865632474,9.655172413827586,7.122065306463294,5.106779532996384,9.66913427928046,9.952638098043469,1.1674564363885551,0.98067921892507,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.678517358176211,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5497956737727226,14.064942865632474,3.678517358176211
267,0.3160109690802883,13.834404329303652,9.655172413827586,1.4535598279141515,2.880989071693642,1.7452672178729858,0.909810139309663,4.406959142629567,0.9929894071421586,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.7983309034607868,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.3160109690802883,13.834404329303652,1.7983309034607868
268,0.4871667064786941,17.77665507607162,10,2.965054771169435,1.417393771392806,2.4908938149980124,1.4739554663332897,8.68667451445108,0.9894932606839575,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.974060122627365,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4871667064786941,17.77665507607162,4.974060122627365
269,0.2581308975031217,18.464208834571764,10,4.507854322986412,2.0822349012365224,4.904606992422709,7.166817114040452,6.454763319697852,0.9755760620930232,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5327548303781904,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.2581308975031217,18.464208834571764,3.5327548303781904
270,0.03778860632485363,4.144941716920584,10,3.33967926280121,4.524113701738388,0.4924848266140201,2.5631608472191956,8.364060223266163,0.9766209327499382,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.7463801682639986,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.03778860632485363,4.144941716920584,3.7463801682639986
271,0.18979621813585695,7.890045914100483,4.906005512966741,8.404232163607464,4.914954621853309,5.931559768912239,8.100414998088,1.221806296093903,0.95,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5869840616858033,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.18979621813585695,7.890045914100483,3.5869840616858033
272,0.8805345422893303,15.719042477430776,6.46966814564454,8.604364663036405,1.048931457066083,0.5761003457120466,0.6852310742253118,4.204440909086069,0.95,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.5508421497058165,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8805345422893303,15.719042477430776,3.5508421497058165
273,0.4267218282032083,1.9528417147230357,9.802959738318954,3.0099548802250533,2.720238888432885,7.108523375643855,8.972318708068082,0.9214458064872793,0.95,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.3367692451005999,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4267218282032083,1.9528417147230357,0.3367692451005999
274,0.5619115430898397,5.956772146746516,3.294992170501449,7.316940923024054,6.744627033220178,8.003189854989206,9.527874824172532,4.907665458085747,0.9517241379310344,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,2.934461877861592,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5619115430898397,5.956772146746516,2.934461877861592
275,0.48084791826489665,18.51982016558759,5.878380239422019,9.67492125698822,3.2006916852947978,0.8365077162011736,5.4262330434202255,9.053360046913516,0.9517241379310344,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.27022364527519027,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.48084791826489665,18.51982016558759,0.27022364527519027
276,0.39590484042318763,9.740402333438396,4.540220506569594,8.96703141984615,9.757575730351759,2.7172915179114554,4.183947891578538,8.342753490598822,0.9517241379310344,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.7815180186153565,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.39590484042318763,9.740402333438396,4.7815180186153565
277,0.08425357875670532,19.589212466031313,2.080806624936235,3.1508905982928512,8.686716635842819,4.298657517053352,5.618805611012902,2.861486208407667,0.9534482758620689,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.2458371529879053,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.08425357875670532,19.589212466031313,1.2458371529879053
278,0.2148215800344843,16.806771762203425,9.109811964533835,8.504645330980944,6.726078670799299,7.742228938958073,6.900575876080243,7.386735603474636,0.9534482758620689,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,4.703559418035354,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.2148215800344843,16.806771762203425,4.703559418035354
279,0.5588316593663851,11.170892905443907,7.087512906000694,6.926418082164623,4.211534325146611,3.131824113184088,6.3375817499060645,1.5483296647737652,0.9534482758620689,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.471677384812107,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.5588316593663851,11.170892905443907,1.471677384812107
280,0.15360484070898864,7.3287586632650346,7.931653005277819,1.5373475671826586,2.38895771169777,0.34660134095375034,7.935480587390881,3.300652916747459,0.9551724137931034,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.1101229939007617,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.15360484070898864,7.3287586632650346,1.1101229939007617
281,0.47636866627489094,3.5964882387779653,6.473743021840815,7.610617319826557,4.087322110435803,5.451113319013671,1.8258716267325825,5.87231988361404,0.9551724137931034,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.7811144398581225,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.47636866627489094,3.5964882387779653,0.7811144398581225
282,0.12029259320887405,4.598255180055276,1.9884152974563067,0.34369790324646754,3.782777093041287,4.129392430773333,3.9461256499868163,9.469579882041508,0.9551724137931034,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.5413835970288893,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.12029259320887405,4.598255180055276,0.5413835970288893
283,0.377730036556323,9.335341474041343,8.473777810729926,8.666755396540422,3.677241977470835,5.184837903843284,6.171214613515057,6.071917692126497,0.9568965517241379,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.078957411146295,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.377730036556323,9.335341474041343,3.078957411146295
284,0.11503726733123425,11.786052662180737,0.9754516775431143,7.007010341921235,1.408949914316141,2.007332668507664,4.882824689195913,5.27540952247316,0.9568965517241379,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.4661254996982345,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.11503726733123425,11.786052662180737,1.4661254996982345
285,0.8625329700075471,17.60617489553988,3.8680164335839606,8.735621089707838,1.579846440259467,9.493409860929841,8.350337005850982,9.382422801634588,0.9568965517241379,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,1.0720849755159705,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.8625329700075471,17.60617489553988,1.0720849755159705
286,0.4106652043554319,18.873224418144673,1.0795740908550318,7.006614972205285,2.2287448456831576,3.1761952263607647,1.5428618094027773,6.7383966691328325,0.9586206896551723,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,3.8903956431786395,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.4106652043554319,18.873224418144673,3.8903956431786395
287,0.6920593358171059,5.905059110140428,1.3588344477376324,4.609382695591835,1.7855867099780738,5.660669729547512,3.3428520948763993,9.291818554118313,0.9586206896551723,3.5,5,0,0.002397260273972603,4.287148804784646e-4,1.433170360456426e-4,0.06169004231737366,0,0.9999981671250229,9.164374885617146e-7,9.164374885617146e-7,0,0,10911819,0.6920593358171059,5.905059110140428,0.06169004231737366
